complaint_text,category,department,priority,resolution_time_days
"Average level pipeline issue seen in Bopal Ahmedabad, issue pending from 1 days. RefM255",Water Supply,Municipal Corporation,Medium,5
"In Patia Bhubaneswar, late buses is moderate but regular from last 2 days. RefM33",Public Transport,Transport Department,Medium,6
"In Salt Lake Kolkata, trash is moderate but regular from last 2 days. RefM316",Sanitation & Garbage,Municipal Corporation,Medium,4
"Indiranagar Bengaluru has supply problem sometimes, response is slow and there is delay. RefM3",Water Supply,Municipal Corporation,Medium,7
"road damage not working in T Nagar Chennai from 3 days, situation is very high impact. RefH298",Roads & Infrastructure,PWD,High,1
There is transport style delay in service at Bopal Ahmedabad due to outage. RefM121,Electricity,Electricity Board,Medium,3
"Average level water shortage seen in Laxmi Nagar Delhi, issue pending from 2 days. RefM136",Water Supply,Municipal Corporation,Medium,4
"Since 5 days in Howrah Maidan, medical problem and service is completely down. RefH244",Healthcare,Health Department,High,2
"Routine complaint from Patia Bhubaneswar on verification not completed, not urgent but needs attention. RefL266",Government Services,Revenue Department,Low,9
"Mayur Vihar Delhi facing outage continuously for 7 days, urgent action needed. RefH429",Electricity,Electricity Board,High,2
"Please improve no electricity in Aliganj Lucknow, this is a minor suggestion. RefL9",Electricity,Electricity Board,Low,15
There is transport style delay in service at Andheri East Mumbai due to no doctor. RefM167,Healthcare,Health Department,Medium,6
"Ameerpet Hyderabad facing voltage issue continuously for 4 days, urgent action needed. RefH226",Electricity,Electricity Board,High,2
"Please improve broken roads in Sector 21 Gurugram, this is a minor suggestion. RefL270",Roads & Infrastructure,PWD,Low,8
"Since 6 days in Miyapur Hyderabad, voltage issue and service is completely down. RefH499",Electricity,Electricity Board,High,1
"Since 8 days in Kakadeo Kanpur, appointment slot delay and service is completely down. RefH98",Government Services,Revenue Department,High,2
"Small inconvenience in Whitefield Bengaluru because of supply problem, kindly review. RefL157",Water Supply,Municipal Corporation,Low,8
"Kondapur Hyderabad facing no electricity continuously for 9 days, urgent action needed. RefH233",Electricity,Electricity Board,High,3
"In Anna Nagar Chennai we have severe bad roads for 8 days, please fix urgently. RefH284",Roads & Infrastructure,PWD,High,3
"Small inconvenience in Miyapur Hyderabad because of road damage, kindly review. RefL312",Roads & Infrastructure,PWD,Low,9
"When possible, improve late buses at Lalpur Ranchi; issue is low priority now. RefL495",Public Transport,Transport Department,Low,13
"Small inconvenience in Ashok Vihar Delhi because of dumping, kindly review. RefL176",Sanitation & Garbage,Municipal Corporation,Low,7
"transport issue not working in Patia Bhubaneswar from 3 days, situation is very high impact. RefH285",Public Transport,Transport Department,High,2
"Viman Nagar Pune facing blackout continuously for 6 days, urgent action needed. RefH464",Electricity,Electricity Board,High,3
"transport issue not working in Bopal Ahmedabad from 3 days, situation is very high impact. RefH348",Public Transport,Transport Department,High,3
"Since 5 days in Kankarbagh Patna, appointment slot delay and service is completely down. RefH483",Government Services,Revenue Department,High,3
"trash not working in Behala Kolkata from 7 days, situation is very high impact. RefH449",Sanitation & Garbage,Municipal Corporation,High,1
"Routine complaint from Shivajinagar Pune on littering, not urgent but needs attention. RefL246",Sanitation & Garbage,Municipal Corporation,Low,10
There is transport style delay in service at Thane West due to late buses. RefM96,Public Transport,Transport Department,Medium,6
"In Behala Kolkata we have severe no doctor for 7 days, please fix urgently. RefH41",Healthcare,Health Department,High,3
"Average level unhygienic seen in Dwarka Delhi, issue pending from 2 days. RefM197",Sanitation & Garbage,Municipal Corporation,Medium,4
"Average level bus delay seen in Indiranagar Bengaluru, issue pending from 2 days. RefM194",Public Transport,Transport Department,Medium,6
"Please improve supply problm in Bopal Ahmedabad, this is a minor suggestion. RefL129",Water Supply,Municipal Corporation,Low,12
"Routine complaint from Viman Nagar Pune on trash, not urgent but needs attention. RefL183",Sanitation & Garbage,Municipal Corporation,Low,12
"In Ameerpet Hyderabad we have severe road damage for 4 days, please fix urgently. RefH487",Roads & Infrastructure,PWD,High,1
"Vaishali Ghaziabad facing bad roads continuously for 4 days, urgent action needed. RefH151",Roads & Infrastructure,PWD,High,1
"Please improve voltage issue in Shivajinagar Pune, this is a minor suggestion. RefL408",Electricity,Electricity Board,Low,14
"T Nagar Chennai facing supply problem continuously for 3 days, urgent action needed. RefH178",Water Supply,Municipal Corporation,High,3
"Routine complaint from Howrah Maidan on bus delay, not urgent but needs attention. RefL418",Public Transport,Transport Department,Low,15
"Bopal Ahmedabad facing road damage continuously for 7 days, urgent action needed. RefH312",Roads & Infrastructure,PWD,High,1
"no electricity not working in Aliganj Lucknow from 7 days, situation is very high impact. RefH415",Electricity,Electricity Board,High,2
There is transport style delay in service at Kankarbagh Patna due to bad roads. RefM109,Roads & Infrastructure,PWD,Medium,6
"Since 6 days in Bopal Ahmedabad, verification not completed and service is completely down. RefH308",Government Services,Revenue Department,High,2
"When possible, improve bus delay at Anna Nagar Chennai; issue is low priority now. RefL26",Public Transport,Transport Department,Low,13
"When possible, improve certificate not updated at Rajendra Nagar Patna; isssue is low priority now. RefL7",Government Services,Revenue Department,Low,15
"Miyapur Hyderabad facing hospital issue continuously for 9 days, urgent action needed. RefH461",Healthcare,Health Department,High,1
"In Adyar Chennai we have severe broken roads for 6 days, please fix urgently. RefH375",Roads & Infrastructure,PWD,High,1
"In Miyapur Hyderabad, road damage is moderate but regular from last 1 days. RefM452",Roads & Infrastructure,PWD,Medium,7
"Since 9 days in Howrah Maidan, transport issue and service is completely down. RefH320",Public Transport,Transport Department,High,3
"When possible, improve dumping at Gachibowli Hyderabad; issue is low priority now. RefL211",Sanitation & Garbage,Municipal Corporation,Low,10
"In Lalpur Ranchi we have severe road damage for 9 days, please fix urgently. RefH354",Roads & Infrastructure,PWD,High,1
"Average level no doctor seen in Vaishali Ghaziabad, issue pending from 2 days. RefM412",Healthcare,Health Department,Medium,7
"Please improve no water in Noida Sector 62, this is a minor suggestion. RefL87",Water Supply,Municipal Corporation,Low,7
"When possible, improve pipeline issue at Gachibowli Hyderabad; issue is low priority now. RefL276",Water Supply,Municipal Corporation,Low,8
"In Civil Lines Prayagraj we have severe bad roads for 5 days, please fix urgently. RefH137",Roads & Infrastructure,PWD,High,1
"Since 6 days in Civil Lines Prayagraj, hospital issue and service is completely down. RefH279",Healthcare,Health Department,High,1
"Please improve pipeline issue in Viman Nagar Pune, this is a minor suggestion. RefL3",Water Supply,Municipal Corporation,Low,12
"When possible, improve certificate not updated at Rajendra Nagar Patna; issue is low priority now. RefL343",Government Services,Revenue Department,Low,13
There is transport style delay in service at T Nagar Chennai due to hospital issue. RefM419,Healthcare,Health Department,Medium,3
"application pending not working in Bopal Ahmedabad from 5 days, situation is very high impact. RefH476",Government Services,Revenue Department,High,2
"Since 3 days in Whitefield Bengaluru, voltage issue and service is completely down. RefH114",Electricity,Electricity Board,High,2
"record mismatch not working in Miyapur Hyderabad from 5 days, situation is very high impact. RefH35",Government Services,Revenue Department,High,2
"Average level application pending seen in Bopal Ahmedabad, issue pending from 1 days. RefM70",Government Services,Revenue Department,Medium,5
"In Kothrud Pune we have severe medical problem for 3 days, please fix urgently. RefH412",Healthcare,Health Department,High,1
"Small inconvenience in Hinjewadi Pune because of medical problem, kindly review. RefL27",Healthcare,Health Department,Low,9
"Nerul Navi Mumbai facing dumping continuously for 7 days, urgent action needed. RefH43",Sanitation & Garbage,Municipal Corporation,High,1
"In Gachibowli Hyderabad we have severe no water for 6 days, please fix urgently. RefH150",Water Supply,Municipal Corporation,High,1
"Hinjewadi Pune has unhygienic sometimes, response is slow and there is delay. RefM239",Sanitation & Garbage,Municipal Corporation,Medium,6
"Please improve power cut in T Nagar Chennai, this is a minor suggestion. RefL303",Electricity,Electricity Board,Low,7
"no doctor not working in Andheri East Mumbai from 3 days, situation is very high impact. RefH55",Healthcare,Health Department,High,3
"Routine complaint from Viman Nagar Pune on record mismatch, not urgent but needs attention. RefL259",Government Services,Revenue Department,Low,8
"Routine complaint from Salt Lake Kolkata on trash, not urgent but needs attention. RefL302",Sanitation & Garbage,Municipal Corporation,Low,13
"In Kothrud Pune we have severe bus delay for 5 days, please fix urgently. RefH33",Public Transport,Transport Department,High,1
"In Salt Lake Kolkata we have severe certificate not updated for 6 days, please fix urgently. RefH413",Government Services,Revenue Department,High,3
"Please improve voltage issue in Sector 21 Gurugram, this is a minor suggestion. RefL212",Electricity,Electricity Board,Low,7
"In Kakadeo Kanpur, no electricity is moderate but regular from last 1 days. RefM163",Electricity,Electricity Board,Medium,4
"Small inconvenience in Aliganj Lucknow because of waste, kindly review. RefL435",Sanitation & Garbage,Municipal Corporation,Low,7
"Laxmi Nagar Delhi facing late buses continuously for 8 days, urgent action needed. RefH68",Public Transport,Transport Department,High,3
"Please improve portal status stuck in Shivajinagar Pune, this is a minor suggestion. RefL154",Government Services,Revenue Department,Low,15
"Since 8 days in Bopal Ahmedabad, late buses and service is completely down. RefH61",Public Transport,Transport Department,High,2
"Please improve transport issue in Kankarbagh Patna, this is a minor suggestion. RefL320",Public Transport,Transport Department,Low,14
"In Ameerpet Hyderabad, garbage is moderate but regular from last 2 days. RefM260",Sanitation & Garbage,Municipal Corporation,Medium,4
"When possible, improve hospital issue at Howrah Maidan; issue is low priority now. RefL216",Healthcare,Health Department,Low,9
"In Mayur Vihar Delhi, supply problm is moderate but regular from last 2 days. RefM297",Water Supply,Municipal Corporation,Medium,4
"In Noida Sector 62, road damage is moderate but regular from last 1 days. RefM39",Roads & Infrastructure,PWD,Medium,3
"Average level no buses seen in Vaishali Ghaziabad, isssue pending from 2 days. RefM355",Public Transport,Transport Department,Medium,5
"Average level no electricity seen in Hinjewadi Pune, issue pending from 1 days. RefM338",Electricity,Electricity Board,Medium,6
"In Patia Bhubaneswar we have severe litter for 7 days, please fix urgently. RefH148",Sanitation & Garbage,Municipal Corporation,High,3
"Average level verification not completed seen in Karol Bagh Delhi, isssue pending from 1 days. RefM147",Government Services,Revenue Department,Medium,3
"Small inconvenience in Mayur Vihar Delhi because of bus delay, kindly review. RefL292",Public Transport,Transport Department,Low,12
"When possible, improve bad roads at Whitefield Bengaluru; issue is low priority now. RefL81",Roads & Infrastructure,PWD,Low,11
"Routine complaint from Anna Nagar Chennai on no water, not urgent but needs attention. RefL283",Water Supply,Municipal Corporation,Low,12
"Please improve potholes in Saket Delhi, this is a minor suggestion. RefL249",Roads & Infrastructure,PWD,Low,12
"When possible, improve supply problem at Ashok Vihar Delhi; issue is low priority now. RefL31",Water Supply,Municipal Corporation,Low,7
"Small inconvenience in Kothrud Pune because of supply problem, kindly review. RefL164",Water Supply,Municipal Corporation,Low,10
"Average level water shortage seen in Lalpur Ranchi, isssue pending from 2 days. RefM493",Water Supply,Municipal Corporation,Medium,4
"Since 7 days in Mayur Vihar Delhi, medical problem and service is completely down. RefH314",Healthcare,Health Department,High,2
"hospital issue not working in Banashankari Bengaluru from 9 days, situation is very high impact. RefH300",Healthcare,Health Department,High,1
There is transport style delay in servce at Bopal Ahmedabad due to bad roads. RefM158,Roads & Infrastructure,PWD,Medium,3
There is transport style delay in service at Dwarka Delhi due to unhygienic. RefM106,Sanitation & Garbage,Municipal Corporation,Medium,7
"Vaishali Ghaziabad facing blackout continuously for 8 days, urgent action needed. RefH324",Electricity,Electricity Board,High,3
There is transport style delay in service at Behala Kolkata due to littering. RefM386,Sanitation & Garbage,Municipal Corporation,Medium,5
There is transport style delay in service at Ameerpet Hyderabad due to garbage. RefM99,Sanitation & Garbage,Municipal Corporation,Medium,4
ther is transport style delay in service at Vaishali Ghaziabad due to record mismatch. RefM462,Government Services,Revenue Department,Medium,6
"In Thane West we have severe road damage for 3 days, please fix urgently. RefH179",Roads & Infrastructure,PWD,High,3
"In Karol Bagh Delhi, supply problem is moderate but regular from last 2 days. RefM311",Water Supply,Municipal Corporation,Medium,5
"Since 9 days in Adyar Chennai, dumping and service is completely down. RefH134",Sanitation & Garbage,Municipal Corporation,High,1
"Average level application pending seen in Ameerpet Hyderabad, issue pending from 2 days. RefM336",Government Services,Revenue Department,Medium,7
"When possible, improve broken roads at Aliganj Lucknow; issue is low priority now. RefL123",Roads & Infrastructure,PWD,Low,12
"Average level outage seen in Hinjewadi Pune, issue pending from 1 days. RefM331",Electricity,Electricity Board,Medium,7
"Small inconvenience in Ameerpet Hyderabad because of pipeline issue, kindly review. RefL388",Water Supply,Municipal Corporation,Low,15
"Average level bus delay seen in Lalpur Ranchi, issue pending from 2 days. RefM117",Public Transport,Transport Department,Medium,3
"Please improve waste in Hinjewadi Pune, this is a minor suggestion. RefL379",Sanitation & Garbage,Municipal Corporation,Low,10
There is transport style delay in service at Rajendra Nagar Patna due to potholes. RefM305,Roads & Infrastructure,PWD,Medium,5
"Since 3 days in Salt Lake Kolkata, no doctor and service is completely down. RefH335",Healthcare,Health Department,High,3
"Andheri East Mumbai facing verification not completed continuously for 3 days, urgent action needed. RefH462",Government Services,Revenue Department,High,3
"Noida Sector 62 has potholes sometimes, response is slow and there is delay. RefM88",Roads & Infrastructure,PWD,Medium,6
"Salt Lake Kolkata facing water shortage continuously for 3 days, urgent action needed. RefH269",Water Supply,Municipal Corporation,High,2
"Please improve outage in Salt Lake Kolkata, this is a minor suggestion. RefL359",Electricity,Electricity Board,Low,9
"Kothrud Pune facing application pending continuously for 3 days, urgent action needed. RefH147",Government Services,Revenue Department,High,2
There is transport style delay in service at Kakadeo Kanpur due to portal status stuck. RefM56,Government Services,Revenue Department,Medium,7
"When possible, improve dump at Kondapur Hyderabad; issue is low priority now. RefL197",Sanitation & Garbage,Municipal Corporation,Low,14
"Nerul Navi Mumbai has broken roads sometimes, response is slow and there is delay. RefM186",Roads & Infrastructure,PWD,Medium,6
"In Rajendra Nagar Patna we have severe transport issue for 9 days, please fix urgently. RefH334",Public Transport,Transport Department,High,2
"Routine complaint from Viman Nagar Pune on no doctor, not urgent but needs attention. RefL384",Healthcare,Health Department,Low,11
"Average level dirty seen in Adyar Chennai, issue pending from 2 days. RefM64",Sanitation & Garbage,Municipal Corporation,Medium,3
"Routine complaint from Laxmi Nagar Delhi on late buses, not urgent but needs attention. RefL12",Public Transport,Transport Department,Low,9
"Please improve verification not completed in Dwarka Delhi, this is a minor suggestion. RefL329",Government Services,Revenue Department,Low,11
"In Perungudi Chennai, bad roads is moderate but regular from last 2 days. RefM18",Roads & Infrastructure,PWD,Medium,6
"Please improve verification not completed in Ashok Vihar Delhi, this is a minor suggestion. RefL336",Government Services,Revenue Department,Low,15
"In Saket Delhi, outage is moderate but regular from last 1 days. RefM303",Electricity,Electricity Board,Medium,3
"In Hinjewadi Pune, hospital issue is moderate but regular from last 1 days. RefM27",Healthcare,Health Department,Medium,7
"Routine complaint from Mansarovar Jaipur on no water, not urgent but needs attention. RefL472",Water Supply,Municipal Corporation,Low,13
"Small inconvenience in Hinjewadi Pune because of water shortage, kindly review. RefL59",Water Supply,Municipal Corporation,Low,14
"Average level no water seen in Ashok Vihar Delhi, issue pending from 1 days. RefM143",Water Supply,Municipal Corporation,Medium,7
"Andheri East Mumbai has pipeline issue sometimes, response is slow and there is delay. RefM10",Water Supply,Municipal Corporation,Medium,5
"In Viman Nagar Pune we have severe no doctor for 8 days, please fix urgently. RefH475",Healthcare,Health Department,High,1
There is transport style delay in service at Mayur Vihar Delhi due to power cut. RefM58,Electricity,Electricity Board,Medium,3
"Please improve token not generated in Indiranagar Bengaluru, this is a minor suggestion. RefL70",Government Services,Revenue Department,Low,13
"Viman Nagar Pune has transport issue sometimes, response is slow and there is delay. RefM110",Public Transport,Transport Department,Medium,4
"Rajendra Nagar Patna facing litter continuously for 5 days, urgent action needed. RefH470",Sanitation & Garbage,Municipal Corporation,High,3
"When possible, improve transport issue at Thane West; issue is low priority now. RefL453",Public Transport,Transport Department,Low,10
"Since 6 days in Thane West, potholes and service is completely down. RefH459",Roads & Infrastructure,PWD,High,1
"Routine complaint from Perungudi Chennai on voltage issue, not urgent but needs attention. RefL394",Electricity,Electricity Board,Low,13
"late buses not working in Ashok Vihar Delhi from 3 days, situation is very high impact. RefH124",Public Transport,Transport Department,High,3
"In Aliganj Lucknow we have severe supply problem for 3 days, please fix urgently. RefH87",Water Supply,Municipal Corporation,High,3
"Please improve unhygienic in Thane West, this is a minor suggestion. RefL106",Sanitation & Garbage,Municipal Corporation,Low,11
"In Noida Sector 62 we have severe broken roads for 7 days, please fix urgently. RefH74",Roads & Infrastructure,PWD,High,3
"Since 5 days in Karol Bagh Delhi, transport issue and service is completely down. RefH229",Public Transport,Transport Department,High,1
"Please improve no buses in Bopal Ahmedabad, this is a minor suggestion. RefL285",Public Transport,Transport Department,Low,7
"In Ashok Vihar Delhi we have severe hospital issue for 6 days, please fix urgently. RefH83",Healthcare,Health Department,High,1
"Small inconvenience in Saket Delhi because of supply problem, kindly review. RefL465",Water Supply,Municipal Corporation,Low,13
"Routine complaint from Dwarka Delhi on pipeline issue, not urgent but needs attention. RefL451",Water Supply,Municipal Corporation,Low,8
"dumping not working in Mansarovar Jaipur from 9 days, situation is very high impact. RefH260",Sanitation & Garbage,Municipal Corporation,High,1
"When possible, improve water shortage at Sector 21 Gurugram; issue is low priority now. RefL52",Water Supply,Municipal Corporation,Low,11
"Average level blackout seen in Thane West, issue pending from 1 days. RefM254",Electricity,Electricity Board,Medium,3
"Howrah Maidan has hospital issue sometimes, response is slow and there is delay. RefM104",Healthcare,Health Department,Medium,6
"In Ashok Vihar Delhi, voltage issue is moderate but regular from last 2 days. RefM142",Electricity,Electricity Board,Medium,4
"When possible, improve pipeline issue at Perungudi Chennai; issue is low priority now. RefL430",Water Supply,Municipal Corporation,Low,11
"portal status stuck not working in Mayur Vihar Delhi from 6 days, situation is very high impact. RefH357",Government Services,Revenue Department,High,1
"In Indiranagar Bengaluru, no doctor is moderate but regular from last 1 days. RefM398",Healthcare,Health Department,Medium,4
"transport issue not working in Indiranagar Bengaluru from 9 days, situation is very high impact. RefH173",Public Transport,Transport Department,High,3
There is transport style delay in service at Rajendra Nagar Patna due to medical problem. RefM83,Healthcare,Health Department,Medium,3
"Ashok Vihar Delhi facing littering continuously for 9 days, urgent action needed. RefH106",Sanitation & Garbage,Municipal Corporation,High,1
"In Adyar Chennai, power cut is moderate but regular from last 1 days. RefM170",Electricity,Electricity Board,Medium,4
"In Aliganj Lucknow we have severe no buses for 5 days, please fix urgently. RefH243",Public Transport,Transport Department,High,2
"record mismatch not working in Kondapur Hyderabad from 3 days, situation is very high impact. RefH133",Government Services,Revenue Department,High,3
"Routine complaint from Perungudi Chennai on trash, not urgent but needs attention. RefL8",Sanitation & Garbage,Municipal Corporation,Low,8
"In Noida Sector 62, no doctor is moderate but regular from last 1 days. RefM321",Healthcare,Health Department,Medium,7
"Average level pipeline issue seen in Ameerpet Hyderabad, issue pending from 1 days. RefM451",Water Supply,Municipal Corporation,Medium,5
"Karol Bagh Delhi has dirty sometimes, response is slow and there is delay. RefM176",Sanitation & Garbage,Municipal Corporation,Medium,7
"In Thane West we have severe record mismatch for 3 days, please fix urgently. RefH154",Government Services,Revenue Department,High,3
There is transport style delay in service at Viman Nagar Pune due to no water. RefM101,Water Supply,Municipal Corporation,Medium,6
"When possible, improve road damage at Shivajinagar Pune; issue is low priority now. RefL494",Roads & Infrastructure,PWD,Low,13
"In Hinjewadi Pune, no electricity is moderate but regular from last 2 days. RefM156",Electricity,Electricity Board,Medium,7
"Since 5 days in Kothrud Pune, potholes and service is completely down. RefH144",Roads & Infrastructure,PWD,High,3
"In Patia Bhubaneswar, application pending is moderate but regular from last 2 days. RefM189",Government Services,Revenue Department,Medium,7
"In Salt Lake Kolkata, potholes is moderate but regular from last 2 days. RefM172",Roads & Infrastructure,PWD,Medium,5
"Small inconvenience in Vaishali Ghaziabad because of supply problem, kindly review. RefL402",Water Supply,Municipal Corporation,Low,10
"Thane West facing medical problm continuously for 4 days, urgent action needed. RefH426",Healthcare,Health Department,High,2
"Gomti Nagar Lucknow has bus delay sometimes, response is slow and there is delay. RefM152",Public Transport,Transport Department,Medium,4
"In Howrah Maidan we have severe voltage issue for 6 days, please fix urgently. RefH338",Electricity,Electricity Board,High,1
"In Salt Lake Kolkata, transport issue is moderate but regular from last 1 days. RefM19",Public Transport,Transport Department,Medium,7
"Since 8 days in Kothrud Pune, hospital issue and service is completely down. RefH433",Healthcare,Health Department,High,3
There is transport style dely in service at Shivajinagar Pune due to appointment slot delay. RefM385,Government Services,Revenue Department,Medium,4
"In Vaishali Ghaziabad we have severe blackout for 9 days, please fix urgently. RefH380",Electricity,Electricity Board,High,2
There is transport style delay in service at Miyapur Hyderabad due to no water. RefM206,Water Supply,Municipal Corporation,Medium,3
"In Banashankari Bengaluru we have severe supply problem for 6 days, please fix urgently. RefH283",Water Supply,Municipal Corporation,High,1
"Indiranagar Bengaluru facing unhygienic continuously for 4 days, urgent action needed. RefH281",Sanitation & Garbage,Municipal Corporation,High,2
"When possible, improve voltage issue at Mansarovar Jaipur; issue is low priority now. RefL422",Electricity,Electricity Board,Low,7
"In Vaishali Ghaziabad we have severe unhygienic for 9 days, please fix urgently. RefH288",Sanitation & Garbage,Municipal Corporation,High,3
There is transport style delay in service at Nerul Navi Mumbai due to appointment slot delay. RefM217,Government Services,Revenue Department,Medium,7
"Bopal Ahmedabad has voltage issue sometimes, response is slow and there is delay. RefM499",Electricity,Electricity Board,Medium,5
"Please improve appointment slot delay in Kothrud Pune, this is a minor suggestion. RefL273",Government Services,Revenue Department,Low,13
"Since 3 days in Bopal Ahmedabad, record mismatch and service is completely down. RefH399",Government Services,Revenue Department,High,2
"plese improve medical problem in Civil Lines Prayagraj, this is a minor suggestion. RefL300",Healthcare,Health Department,Low,12
"Routine complaint from Kakadeo Kanpur on water shortage, not urgent but needs attention. RefL297",Water Supply,Municipal Corporation,Low,8
There is transport style delay in service at Banashankari Bengaluru due to record mismatch. RefM427,Government Services,Revenue Department,Medium,3
"medical problem not working in Banashankari Bengaluru from 6 days, situation is very high impact. RefH230",Healthcare,Health Department,High,2
There is transport style delay in service at Noida Sector 62 due to appointment slot delay. RefM203,Government Services,Revenue Department,Medium,5
"In Kakadeo Kanpur we have severe no buses for 6 days, please fix urgently. RefH117",Public Transport,Transport Department,High,2
"Please improve voltage issue in Shivajinagar Pune, this is a minor suggestion. RefL310",Electricity,Electricity Board,Low,11
"Average level medical problem seen in Viman Nagar Pune, issue pending from 1 days. RefM489",Healthcare,Health Department,Medium,5
"Indiranagar Bengaluru has bus delay sometimes, response is slow and ther is delay. RefM243",Public Transport,Transport Department,Medium,7
"Please improve late buses in Perungudi Chennai, this is a minor suggestion. RefL341",Public Transport,Transport Department,Low,13
"Average level portal status stuck seen in Ashok Vihar Delhi, isssue pending from 2 days. RefM238",Government Services,Revenue Department,Medium,3
There is transport style delay in service at Rajendra Nagar Patna due to bus delay. RefM236,Public Transport,Transport Department,Medium,5
"Please improve medical problem in Hinjewadi Pune, this is a minor suggestion. RefL62",Healthcare,Health Department,Low,11
"Routine complaint from Sector 21 Gurugram on late buses, not urgent but needs attention. RefL460",Public Transport,Transport Department,Low,13
There is transport style delay in service at Kondapur Hyderabad due to late buses. RefM159,Public Transport,Transport Department,Medium,4
"Please improve outage in Perungudi Chennai, this is a minor suggestion. RefL184",Electricity,Electricity Board,Low,9
There is transport style delay in service at Kondapur Hyderabad due to blackout. RefM177,Electricity,Electricity Board,Medium,6
"Small inconvenience in Lalpur Ranchi because of no doctor, kindly review. RefL370",Healthcare,Health Department,Low,15
"Average level no water seen in Ashok Vihar Delhi, isssue pending from 1 days. RefM332",Water Supply,Municipal Corporation,Medium,3
"Small inconvenience in Karol Bagh Delhi because of certificate not updated, kindly review. RefL84",Government Services,Revenue Department,Low,15
"no doctor not working in Laxmi Nagar Delhi from 4 days, situation is very high impact. RefH237",Healthcare,Health Department,High,2
"Average level potholes seen in Banashankari Bengaluru, issue pending from 1 days. RefM263",Roads & Infrastructure,PWD,Medium,6
"In Sector 21 Gurugram, blackout is moderate but regular from last 1 days. RefM16",Electricity,Electricity Board,Medium,7
"In Adyar Chennai, blackout is moderate but regular from last 1 days. RefM401",Electricity,Electricity Board,Medium,3
"Routine complaint from Noida Sector 62 on potholes, not urgent but needs attention. RefL277",Roads & Infrastructure,PWD,Low,8
"In Salt Lake Kolkata, dirty is moderate but regular from last 1 days. RefM253",Sanitation & Garbage,Municipal Corporation,Medium,7
There is transport style delay in service at Anna Nagar Chennai due to outage. RefM247,Electricity,Electricity Board,Medium,5
"Since 8 days in Perungudi Chennai, medical problem and service is completely down. RefH370",Healthcare,Health Department,High,1
"Small inconvenience in Ashok Vihar Delhi because of road damage, kindly review. RefL291",Roads & Infrastructure,PWD,Low,7
"In Mayur Vihar Delhi, unhygienic is moderate but regular from last 1 days. RefM379",Sanitation & Garbage,Municipal Corporation,Medium,6
"When possible, improve pipeline isssue at Gomti Nagar Lucknow; issue is low priority now. RefL255",Water Supply,Municipal Corporation,Low,12
"Banashankari Bengaluru facing blackout continuously for 7 days, urgent action needed. RefH205",Electricity,Electricity Board,High,3
"Since 3 days in Lalpur Ranchi, broken roads and service is completely down. RefH4",Roads & Infrastructure,PWD,High,1
"Small inconvenience in Sector 21 Gurugram because of bad roads, kindly review. RefL18",Roads & Infrastructure,PWD,Low,9
"In Whitefield Bengaluru we have severe waste for 3 days, please fix urgently. RefH211",Sanitation & Garbage,Municipal Corporation,High,3
"Nerul Navi Mumbai facing water shortage continuously for 4 days, urgnt action needed. RefH353",Water Supply,Municipal Corporation,High,2
"Routine complaint from Sector 21 Gurugram on bad roads, not urgent but needs attention. RefL32",Roads & Infrastructure,PWD,Low,7
There is transport style delay in service at Viman Nagar Pune due to bad roads. RefM382,Roads & Infrastructure,PWD,Medium,6
"In Rajendra Nagar Patna we have severe dump for 6 days, please fix urgently. RefH316",Sanitation & Garbage,Municipal Corporation,High,3
"Since 6 days in Gachibowli Hyderabad, pipeline issue and service is completely down. RefH493",Water Supply,Municipal Corporation,High,1
"Vaishali Ghaziabad facing voltage issue continuously for 4 days, urgent action needed. RefH191",Electricity,Electricity Board,High,1
"Please improve potholes in Dwarka Delhi, this is a minor suggestion. RefL60",Roads & Infrastructure,PWD,Low,11
"Viman Nagar Pune has transport issue sometimes, response is slow and there is delay. RefM208",Public Transport,Transport Department,Medium,7
"bad roads not working in Civil Lines Prayagraj from 5 days, situation is very high impact. RefH403",Roads & Infrastructure,PWD,High,1
"Small inconvenience in Mansarovar Jaipur because of blackout, kindly review. RefL23",Electricity,Electricity Board,Low,7
"outage not working in Karol Bagh Delhi from 7 days, situation is very high impact. RefH156",Electricity,Electricity Board,High,3
"Routine complaint from Kondapur Hyderabad on medical problem, not urgent but needs attention. RefL433",Healthcare,Health Department,Low,11
"In Ameerpet Hyderabad, hospital issue is moderate but regular from last 2 days. RefM447",Healthcare,Health Department,Medium,6
"When possible, improve outage at Lalpur Ranchi; issue is low priority now. RefL58",Electricity,Electricity Board,Low,8
"When possible, improve medical problem at Patia Bhubaneswar; issue is low priority now. RefL482",Healthcare,Health Department,Low,11
"Please improve hospital issue in Salt Lake Kolkata, this is a minor suggestion. RefL447",Healthcare,Health Department,Low,15
There is transport style delay in servce at Andheri East Mumbai due to application pending. RefM182,Government Services,Revenue Department,Medium,5
"Please improve blackout in Anna Nagar Chennai, this is a minor suggestion. RefL121",Electricity,Electricity Board,Low,15
There is transport style delay in service at Mayur Vihar Delhi due to potholes. RefM242,Roads & Infrastructure,PWD,Medium,3
"Please improve blackout in Behala Kolkata, this is a minor suggestion. RefL107",Electricity,Electricity Board,Low,15
"Please improve voltage issue in Kondapur Hyderabad, this is a minor suggestion. RefL429",Electricity,Electricity Board,Low,15
"Average level blackout seen in Perungudi Chennai, issue pending from 2 days. RefM422",Electricity,Electricity Board,Medium,3
