complaint_text,category,department,priority,resolution_time_days
average level voltage issue seen ameerpet hyderabad issue pending day refm,Electricity,Electricity Board,Medium,5
banashankari bengaluru severe electricity day please fix urgently refh,Electricity,Electricity Board,High,2
transport style delay service whitefield bengaluru due blackout refm,Electricity,Electricity Board,Medium,6
dwarka delhi pipeline issue sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,5
since day sector gurugram appointment slot delay service completely refh,Government Services,Revenue Department,High,1
average level water shortage seen rajendra nagar patna issue pending day refm,Water Supply,Municipal Corporation,Medium,5
possible improve supply problem andheri east mumbai issue low priority refl,Water Supply,Municipal Corporation,Low,7
since day ashok vihar delhi unhygienic service completely refh,Sanitation & Garbage,Municipal Corporation,High,1
nagar chennai electricity moderate regular last day refm,Electricity,Electricity Board,Medium,6
small inconvenience vaishali ghaziabad late bus kindly review refl,Public Transport,Transport Department,Low,9
routine complaint behala kolkata litter urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,12
routine complaint kothrud pune doctor urgent need attention refl,Healthcare,Health Department,Low,10
kakadeo kanpur power cut sometimes response slow delay refm,Electricity,Electricity Board,Medium,3
medical problem working whitefield bengaluru day situation high impact refh,Healthcare,Health Department,High,1
since day anna nagar chennai dumping service completely refh,Sanitation & Garbage,Municipal Corporation,High,3
vaishali ghaziabad water shortage moderate regular last day refm,Water Supply,Municipal Corporation,Medium,6
gachibowli hyderabad doctor sometimes response slow ther delay refm,Healthcare,Health Department,Medium,3
mansarovar jaipur facing broken road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,1
please improve water shortage salt lake kolkata minor suggestion refl,Water Supply,Municipal Corporation,Low,11
litter working lalpur ranchi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
small inconvenience lalpur ranchi bus delay kindly review refl,Public Transport,Transport Department,Low,11
routine complaint nerul navi mumbai garbage urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,11
sector gurugram facing pothole continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,2
small inconvenience nagar chennai late bus kindly review refl,Public Transport,Transport Department,Low,8
possible improve dump indiranagar bengaluru issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,9
average level bus delay seen behala kolkata issue pending day refm,Public Transport,Transport Department,Medium,6
sector gurugram transport issue sometimes response slow delay refm,Public Transport,Transport Department,Medium,6
transport style delay service andheri east mumbai due bus refm,Public Transport,Transport Department,Medium,7
average level token generated seen andheri east mumbai issue pending day refm,Government Services,Revenue Department,Medium,3
transport style delay service vaishali ghaziabad due appointment slot delay refm,Government Services,Revenue Department,Medium,7
vaishali ghaziabad water shortage moderate regular last day refm,Water Supply,Municipal Corporation,Medium,3
since day kondapur hyderabad record mismatch service completely refh,Government Services,Revenue Department,High,1
unhygienic working ashok vihar delhi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,3
please improve record mismatch behala kolkata minor suggestion refl,Government Services,Revenue Department,Low,14
average level certificate updated seen sector gurugram issue pending day refm,Government Services,Revenue Department,Medium,4
nagar chennai dirty sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,4
routine complaint gachibowli hyderabad blackout urgent need attention refl,Electricity,Electricity Board,Low,11
miyapur hyderabad facing supply problem continuously day urgnt action needed refh,Water Supply,Municipal Corporation,High,2
dwarka delhi unhygienic sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,5
patia bhubaneswar transport issue sometimes response slow delay refm,Public Transport,Transport Department,Medium,4
please improve broken road ashok vihar delhi minor suggestion refl,Roads & Infrastructure,PWD,Low,10
aliganj lucknow late bus moderate regular last day refm,Public Transport,Transport Department,Medium,5
nagar chennai facing medical problem continuously day urgnt action needed refh,Healthcare,Health Department,High,2
since day mayur vihar delhi supply problm service completely refh,Water Supply,Municipal Corporation,High,1
small inconvenience karol bagh delhi verification completed kindly review refl,Government Services,Revenue Department,Low,13
possible improve token generated indiranagar bengaluru issue low priority refl,Government Services,Revenue Department,Low,8
transport style delay service ameerpet hyderabad due bad road refm,Roads & Infrastructure,PWD,Medium,6
average level doctor seen viman nagar pune issue pending day refm,Healthcare,Health Department,Medium,4
since day lalpur ranchi electricity service completely refh,Electricity,Electricity Board,High,2
transport style delay service shivajinagar pune due pipeline issue refm,Water Supply,Municipal Corporation,Medium,4
small inconvenience noida sector supply problem kindly review refl,Water Supply,Municipal Corporation,Low,9
routine complaint gomti nagar lucknow electricity urgent need attention refl,Electricity,Electricity Board,Low,12
possible improve appointment slot delay indiranagar bengaluru issue low priority refl,Government Services,Revenue Department,Low,8
please improve medical problem patia bhubaneswar minor suggestion refl,Healthcare,Health Department,Low,8
small inconvenience mayur vihar delhi medical problem kindly review refl,Healthcare,Health Department,Low,9
average level road damage seen noida sector issue pending day refm,Roads & Infrastructure,PWD,Medium,5
since day aliganj lucknow outage service completely refh,Electricity,Electricity Board,High,1
patia bhubaneswar severe road damage day please fix urgently refh,Roads & Infrastructure,PWD,High,1
small inconvenience nagar chennai late bus kindly review refl,Public Transport,Transport Department,Low,15
small inconvenience banashankari bengaluru road damage kindly review refl,Roads & Infrastructure,PWD,Low,9
average level late bus seen noida sector issue pending day refm,Public Transport,Transport Department,Medium,3
kothrud pune pipeline issue sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,4
transport style delay service rajendra nagar patna due broken road refm,Roads & Infrastructure,PWD,Medium,6
possible improve dirty adyar chennai issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,11
civil line prayagraj facing bus delay continuously day urgnt action needed refh,Public Transport,Transport Department,High,2
possible improve unhygienic ameerpet hyderabad issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,15
please improve unhygienic anna nagar chennai minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,8
viman nagar pune severe littering day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,2
andheri east mumbai pothole sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,3
rajendra nagar patna facing doctor continuously day urgent action needed refh,Healthcare,Health Department,High,3
since day whitefield bengaluru bus delay service completely refh,Public Transport,Transport Department,High,1
trash working karol bagh delhi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
howrah maidan bus sometimes response slow delay refm,Public Transport,Transport Department,Medium,3
banashankari bengaluru bad road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,6
hinjewadi pune bus moderate regular last day refm,Public Transport,Transport Department,Medium,7
average level blackout seen saket delhi issue pending day refm,Electricity,Electricity Board,Medium,4
dumping working rajendra nagar patna day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
mayur vihar delhi appointment slot delay moderate regular last day refm,Government Services,Revenue Department,Medium,3
littering working hinjewadi pune day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,3
please improve hospital issue kondapur hyderabad minor suggestion refl,Healthcare,Health Department,Low,10
since day banashankari bengaluru garbage service completely refh,Sanitation & Garbage,Municipal Corporation,High,1
possible improve transport issue patia bhubaneswar issue low priority refl,Public Transport,Transport Department,Low,8
late bus working nagar chennai day situation high impact refh,Public Transport,Transport Department,High,1
small inconvenience shivajinagar pune certificate updated kindly review refl,Government Services,Revenue Department,Low,8
average level medical problem seen kondapur hyderabad issue pending day refm,Healthcare,Health Department,Medium,5
bopal ahmedabad dirty moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,3
average level outage seen ameerpet hyderabad issue pending day refm,Electricity,Electricity Board,Medium,5
nerul navi mumbai severe verification completed day please fix urgently refh,Government Services,Revenue Department,High,3
possible improve application pending sector gurugram issue low priority refl,Government Services,Revenue Department,Low,11
karol bagh delhi facing power cut continuously day urgent action needed refh,Electricity,Electricity Board,High,3
please improve pothole nagar chennai minor suggestion refl,Roads & Infrastructure,PWD,Low,10
civil line prayagraj verification completed moderate regular last day refm,Government Services,Revenue Department,Medium,4
please improve water kankarbagh patna minor suggestion refl,Water Supply,Municipal Corporation,Low,10
average level pipeline issue seen kothrud pune issue pending day refm,Water Supply,Municipal Corporation,Medium,5
viman nagar pune severe doctor day please fix urgently refh,Healthcare,Health Department,High,2
mansarovar jaipur facing bad road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,1
average level water shortage seen thane west issue pending day refm,Water Supply,Municipal Corporation,Medium,5
pipeline issue working anna nagar chennai day situation high impact refh,Water Supply,Municipal Corporation,High,3
average level littering seen thane west issue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,3
civil line prayagraj application pending sometimes response slow delay refm,Government Services,Revenue Department,Medium,3
small inconvenience perungudi chennai supply problem kindly review refl,Water Supply,Municipal Corporation,Low,9
nagar chennai facing voltage isssue continuously day urgent action needed refh,Electricity,Electricity Board,High,3
transport style delay service laxmi nagar delhi due late bus refm,Public Transport,Transport Department,Medium,5
transport style delay service kothrud pune due road damage refm,Roads & Infrastructure,PWD,Medium,6
small inconvenience kondapur hyderabad broken road kindly review refl,Roads & Infrastructure,PWD,Low,11
transport style delay service kankarbagh patna due dump refm,Sanitation & Garbage,Municipal Corporation,Medium,4
routine complaint kakadeo kanpur water shortage urgent need attention refl,Water Supply,Municipal Corporation,Low,10
perungudi chennai medical problem moderate regular last day refm,Healthcare,Health Department,Medium,5
voltage issue working indiranagar bengaluru day situation high impact refh,Electricity,Electricity Board,High,2
kankarbagh patna application pending sometimes response slow delay refm,Government Services,Revenue Department,Medium,3
possible improve hospital issue mayur vihar delhi issue low priority refl,Healthcare,Health Department,Low,13
laxmi nagar delhi bad road sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,5
routine complaint indiranagar bengaluru pothole urgent need attention refl,Roads & Infrastructure,PWD,Low,10
bopal ahmedabad portal status stuck moderate regular last day refm,Government Services,Revenue Department,Medium,3
gomti nagar lucknow outage sometimes response slow delay refm,Electricity,Electricity Board,Medium,7
transport style delay service adyar chennai due broken road refm,Roads & Infrastructure,PWD,Medium,5
transport style delay service shivajinagar pune due application pending refm,Government Services,Revenue Department,Medium,5
small inconvenience nagar chennai electricity kindly review refl,Electricity,Electricity Board,Low,14
patia bhubaneswar facing water shortage continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,1
possible improve certificate updated behala kolkata issue low priority refl,Government Services,Revenue Department,Low,15
water shortage working kakadeo kanpur day situation high impact refh,Water Supply,Municipal Corporation,High,3
routine complaint thane west hospital issue urgent need attention refl,Healthcare,Health Department,Low,15
routine complaint salt lake kolkata road damage urgent need attention refl,Roads & Infrastructure,PWD,Low,9
andheri east mumbai broken road sometimes response slow ther delay refm,Roads & Infrastructure,PWD,Medium,7
small inconvenience viman nagar pune waste kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,13
plese improve road damage noida sector minor suggestion refl,Roads & Infrastructure,PWD,Low,13
please improve garbage vaishali ghaziabad minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,12
blackout working vaishali ghaziabad day situation high impact refh,Electricity,Electricity Board,High,1
garbage working laxmi nagar delhi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
dumping working bopal ahmedabad day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,1
transport style delay service behala kolkata due hospital issue refm,Healthcare,Health Department,Medium,4
please improve road damage hinjewadi pune minor suggestion refl,Roads & Infrastructure,PWD,Low,11
small inconvenience miyapur hyderabad supply problem kindly review refl,Water Supply,Municipal Corporation,Low,14
since day indiranagar bengaluru application pending service completely refh,Government Services,Revenue Department,High,3
small inconvenience kankarbagh patna transport issue kindly review refl,Public Transport,Transport Department,Low,7
aliganj lucknow facing voltage issue continuously day urgent action needed refh,Electricity,Electricity Board,High,1
routine complaint kondapur hyderabad power cut urgent need attention refl,Electricity,Electricity Board,Low,10
verification completed working mayur vihar delhi day situation high impact refh,Government Services,Revenue Department,High,3
possible improve littering aliganj lucknow isssue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,14
supply problem working howrah maidan day situation high impact refh,Water Supply,Municipal Corporation,High,2
pipeline issue working andheri east mumbai day situation high impact refh,Water Supply,Municipal Corporation,High,2
kothrud pune severe bad road day plese fix urgently refh,Roads & Infrastructure,PWD,High,2
routine complaint laxmi nagar delhi bad road urgent need attention refl,Roads & Infrastructure,PWD,Low,7
small inconvenience kankarbagh patna trash kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,12
please improve trash kondapur hyderabad minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,12
small inconvenience karol bagh delhi medical problm kindly review refl,Healthcare,Health Department,Low,7
transport style delay service ameerpet hyderabad due bus refm,Public Transport,Transport Department,Medium,6
since day salt lake kolkata bus delay service completely refh,Public Transport,Transport Department,High,3
please improve dumping mansarovar jaipur minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,10
behala kolkata water shortage moderate regular last day refm,Water Supply,Municipal Corporation,Medium,6
please improve record mismatch kothrud pune minor suggestion refl,Government Services,Revenue Department,Low,9
token generated working noida sector day situation high impact refh,Government Services,Revenue Department,High,2
kothrud pune severe late bus day please fix urgently refh,Public Transport,Transport Department,High,2
possible improve pipeline issue nerul navi mumbai issue low priority refl,Water Supply,Municipal Corporation,Low,15
noida sector pothole sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,6
transport issue working miyapur hyderabad day situation high impact refh,Public Transport,Transport Department,High,1
dwarka delhi dumping sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,5
average level pipeline issue seen bopal ahmedabad issue pending day refm,Water Supply,Municipal Corporation,Medium,5
patia bhubaneswar late bus moderate regular last day refm,Public Transport,Transport Department,Medium,6
salt lake kolkata trash moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,4
indiranagar bengaluru supply problem sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,7
road damage working nagar chennai day situation high impact refh,Roads & Infrastructure,PWD,High,1
transport style delay service bopal ahmedabad due outage refm,Electricity,Electricity Board,Medium,3
average level water shortage seen laxmi nagar delhi issue pending day refm,Water Supply,Municipal Corporation,Medium,4
since day howrah maidan medical problem service completely refh,Healthcare,Health Department,High,2
routine complaint patia bhubaneswar verification completed urgent need attention refl,Government Services,Revenue Department,Low,9
mayur vihar delhi facing outage continuously day urgent action needed refh,Electricity,Electricity Board,High,2
please improve electricity aliganj lucknow minor suggestion refl,Electricity,Electricity Board,Low,15
transport style delay service andheri east mumbai due doctor refm,Healthcare,Health Department,Medium,6
ameerpet hyderabad facing voltage issue continuously day urgent action needed refh,Electricity,Electricity Board,High,2
please improve broken road sector gurugram minor suggestion refl,Roads & Infrastructure,PWD,Low,8
since day miyapur hyderabad voltage issue service completely refh,Electricity,Electricity Board,High,1
since day kakadeo kanpur appointment slot delay service completely refh,Government Services,Revenue Department,High,2
small inconvenience whitefield bengaluru supply problem kindly review refl,Water Supply,Municipal Corporation,Low,8
kondapur hyderabad facing electricity continuously day urgent action needed refh,Electricity,Electricity Board,High,3
anna nagar chennai severe bad road day please fix urgently refh,Roads & Infrastructure,PWD,High,3
small inconvenience miyapur hyderabad road damage kindly review refl,Roads & Infrastructure,PWD,Low,9
possible improve late bus lalpur ranchi issue low priority refl,Public Transport,Transport Department,Low,13
small inconvenience ashok vihar delhi dumping kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,7
transport issue working patia bhubaneswar day situation high impact refh,Public Transport,Transport Department,High,2
viman nagar pune facing blackout continuously day urgent action needed refh,Electricity,Electricity Board,High,3
transport issue working bopal ahmedabad day situation high impact refh,Public Transport,Transport Department,High,3
since day kankarbagh patna appointment slot delay service completely refh,Government Services,Revenue Department,High,3
trash working behala kolkata day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,1
routine complaint shivajinagar pune littering urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,10
transport style delay service thane west due late bus refm,Public Transport,Transport Department,Medium,6
behala kolkata severe doctor day please fix urgently refh,Healthcare,Health Department,High,3
average level unhygienic seen dwarka delhi issue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,4
average level bus delay seen indiranagar bengaluru issue pending day refm,Public Transport,Transport Department,Medium,6
please improve supply problm bopal ahmedabad minor suggestion refl,Water Supply,Municipal Corporation,Low,12
routine complaint viman nagar pune trash urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,12
ameerpet hyderabad severe road damage day please fix urgently refh,Roads & Infrastructure,PWD,High,1
vaishali ghaziabad facing bad road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,1
please improve voltage issue shivajinagar pune minor suggestion refl,Electricity,Electricity Board,Low,14
nagar chennai facing supply problem continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,3
routine complaint howrah maidan bus delay urgent need attention refl,Public Transport,Transport Department,Low,15
bopal ahmedabad facing road damage continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,1
electricity working aliganj lucknow day situation high impact refh,Electricity,Electricity Board,High,2
transport style delay service kankarbagh patna due bad road refm,Roads & Infrastructure,PWD,Medium,6
since day bopal ahmedabad verification completed service completely refh,Government Services,Revenue Department,High,2
possible improve bus delay anna nagar chennai issue low priority refl,Public Transport,Transport Department,Low,13
possible improve certificate updated rajendra nagar patna isssue low priority refl,Government Services,Revenue Department,Low,15
miyapur hyderabad facing hospital issue continuously day urgent action needed refh,Healthcare,Health Department,High,1
adyar chennai severe broken road day please fix urgently refh,Roads & Infrastructure,PWD,High,1
miyapur hyderabad road damage moderate regular last day refm,Roads & Infrastructure,PWD,Medium,7
since day howrah maidan transport issue service completely refh,Public Transport,Transport Department,High,3
possible improve dumping gachibowli hyderabad issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,10
lalpur ranchi severe road damage day please fix urgently refh,Roads & Infrastructure,PWD,High,1
average level doctor seen vaishali ghaziabad issue pending day refm,Healthcare,Health Department,Medium,7
please improve water noida sector minor suggestion refl,Water Supply,Municipal Corporation,Low,7
possible improve pipeline issue gachibowli hyderabad issue low priority refl,Water Supply,Municipal Corporation,Low,8
civil line prayagraj severe bad road day please fix urgently refh,Roads & Infrastructure,PWD,High,1
since day civil line prayagraj hospital issue service completely refh,Healthcare,Health Department,High,1
please improve pipeline issue viman nagar pune minor suggestion refl,Water Supply,Municipal Corporation,Low,12
possible improve certificate updated rajendra nagar patna issue low priority refl,Government Services,Revenue Department,Low,13
transport style delay service nagar chennai due hospital issue refm,Healthcare,Health Department,Medium,3
application pending working bopal ahmedabad day situation high impact refh,Government Services,Revenue Department,High,2
since day whitefield bengaluru voltage issue service completely refh,Electricity,Electricity Board,High,2
record mismatch working miyapur hyderabad day situation high impact refh,Government Services,Revenue Department,High,2
average level application pending seen bopal ahmedabad issue pending day refm,Government Services,Revenue Department,Medium,5
kothrud pune severe medical problem day please fix urgently refh,Healthcare,Health Department,High,1
small inconvenience hinjewadi pune medical problem kindly review refl,Healthcare,Health Department,Low,9
nerul navi mumbai facing dumping continuously day urgent action needed refh,Sanitation & Garbage,Municipal Corporation,High,1
gachibowli hyderabad severe water day please fix urgently refh,Water Supply,Municipal Corporation,High,1
hinjewadi pune unhygienic sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,6
please improve power cut nagar chennai minor suggestion refl,Electricity,Electricity Board,Low,7
doctor working andheri east mumbai day situation high impact refh,Healthcare,Health Department,High,3
routine complaint viman nagar pune record mismatch urgent need attention refl,Government Services,Revenue Department,Low,8
routine complaint salt lake kolkata trash urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,13
kothrud pune severe bus delay day please fix urgently refh,Public Transport,Transport Department,High,1
salt lake kolkata severe certificate updated day please fix urgently refh,Government Services,Revenue Department,High,3
please improve voltage issue sector gurugram minor suggestion refl,Electricity,Electricity Board,Low,7
kakadeo kanpur electricity moderate regular last day refm,Electricity,Electricity Board,Medium,4
small inconvenience aliganj lucknow waste kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,7
laxmi nagar delhi facing late bus continuously day urgent action needed refh,Public Transport,Transport Department,High,3
please improve portal status stuck shivajinagar pune minor suggestion refl,Government Services,Revenue Department,Low,15
since day bopal ahmedabad late bus service completely refh,Public Transport,Transport Department,High,2
please improve transport issue kankarbagh patna minor suggestion refl,Public Transport,Transport Department,Low,14
ameerpet hyderabad garbage moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,4
possible improve hospital issue howrah maidan issue low priority refl,Healthcare,Health Department,Low,9
mayur vihar delhi supply problm moderate regular last day refm,Water Supply,Municipal Corporation,Medium,4
noida sector road damage moderate regular last day refm,Roads & Infrastructure,PWD,Medium,3
average level bus seen vaishali ghaziabad isssue pending day refm,Public Transport,Transport Department,Medium,5
average level electricity seen hinjewadi pune issue pending day refm,Electricity,Electricity Board,Medium,6
patia bhubaneswar severe litter day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,3
average level verification completed seen karol bagh delhi isssue pending day refm,Government Services,Revenue Department,Medium,3
small inconvenience mayur vihar delhi bus delay kindly review refl,Public Transport,Transport Department,Low,12
possible improve bad road whitefield bengaluru issue low priority refl,Roads & Infrastructure,PWD,Low,11
routine complaint anna nagar chennai water urgent need attention refl,Water Supply,Municipal Corporation,Low,12
please improve pothole saket delhi minor suggestion refl,Roads & Infrastructure,PWD,Low,12
possible improve supply problem ashok vihar delhi issue low priority refl,Water Supply,Municipal Corporation,Low,7
small inconvenience kothrud pune supply problem kindly review refl,Water Supply,Municipal Corporation,Low,10
average level water shortage seen lalpur ranchi isssue pending day refm,Water Supply,Municipal Corporation,Medium,4
since day mayur vihar delhi medical problem service completely refh,Healthcare,Health Department,High,2
hospital issue working banashankari bengaluru day situation high impact refh,Healthcare,Health Department,High,1
transport style delay servce bopal ahmedabad due bad road refm,Roads & Infrastructure,PWD,Medium,3
transport style delay service dwarka delhi due unhygienic refm,Sanitation & Garbage,Municipal Corporation,Medium,7
vaishali ghaziabad facing blackout continuously day urgent action needed refh,Electricity,Electricity Board,High,3
transport style delay service behala kolkata due littering refm,Sanitation & Garbage,Municipal Corporation,Medium,5
transport style delay service ameerpet hyderabad due garbage refm,Sanitation & Garbage,Municipal Corporation,Medium,4
ther transport style delay service vaishali ghaziabad due record mismatch refm,Government Services,Revenue Department,Medium,6
thane west severe road damage day please fix urgently refh,Roads & Infrastructure,PWD,High,3
karol bagh delhi supply problem moderate regular last day refm,Water Supply,Municipal Corporation,Medium,5
since day adyar chennai dumping service completely refh,Sanitation & Garbage,Municipal Corporation,High,1
average level application pending seen ameerpet hyderabad issue pending day refm,Government Services,Revenue Department,Medium,7
possible improve broken road aliganj lucknow issue low priority refl,Roads & Infrastructure,PWD,Low,12
average level outage seen hinjewadi pune issue pending day refm,Electricity,Electricity Board,Medium,7
small inconvenience ameerpet hyderabad pipeline issue kindly review refl,Water Supply,Municipal Corporation,Low,15
average level bus delay seen lalpur ranchi issue pending day refm,Public Transport,Transport Department,Medium,3
please improve waste hinjewadi pune minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,10
transport style delay service rajendra nagar patna due pothole refm,Roads & Infrastructure,PWD,Medium,5
since day salt lake kolkata doctor service completely refh,Healthcare,Health Department,High,3
andheri east mumbai facing verification completed continuously day urgent action needed refh,Government Services,Revenue Department,High,3
noida sector pothole sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,6
salt lake kolkata facing water shortage continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,2
please improve outage salt lake kolkata minor suggestion refl,Electricity,Electricity Board,Low,9
kothrud pune facing application pending continuously day urgent action needed refh,Government Services,Revenue Department,High,2
transport style delay service kakadeo kanpur due portal status stuck refm,Government Services,Revenue Department,Medium,7
possible improve dump kondapur hyderabad issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,14
nerul navi mumbai broken road sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,6
rajendra nagar patna severe transport issue day please fix urgently refh,Public Transport,Transport Department,High,2
routine complaint viman nagar pune doctor urgent need attention refl,Healthcare,Health Department,Low,11
average level dirty seen adyar chennai issue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,3
routine complaint laxmi nagar delhi late bus urgent need attention refl,Public Transport,Transport Department,Low,9
please improve verification completed dwarka delhi minor suggestion refl,Government Services,Revenue Department,Low,11
perungudi chennai bad road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,6
please improve verification completed ashok vihar delhi minor suggestion refl,Government Services,Revenue Department,Low,15
saket delhi outage moderate regular last day refm,Electricity,Electricity Board,Medium,3
hinjewadi pune hospital issue moderate regular last day refm,Healthcare,Health Department,Medium,7
routine complaint mansarovar jaipur water urgent need attention refl,Water Supply,Municipal Corporation,Low,13
small inconvenience hinjewadi pune water shortage kindly review refl,Water Supply,Municipal Corporation,Low,14
average level water seen ashok vihar delhi issue pending day refm,Water Supply,Municipal Corporation,Medium,7
andheri east mumbai pipeline issue sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,5
viman nagar pune severe doctor day please fix urgently refh,Healthcare,Health Department,High,1
transport style delay service mayur vihar delhi due power cut refm,Electricity,Electricity Board,Medium,3
please improve token generated indiranagar bengaluru minor suggestion refl,Government Services,Revenue Department,Low,13
viman nagar pune transport issue sometimes response slow delay refm,Public Transport,Transport Department,Medium,4
rajendra nagar patna facing litter continuously day urgent action needed refh,Sanitation & Garbage,Municipal Corporation,High,3
possible improve transport issue thane west issue low priority refl,Public Transport,Transport Department,Low,10
since day thane west pothole service completely refh,Roads & Infrastructure,PWD,High,1
routine complaint perungudi chennai voltage issue urgent need attention refl,Electricity,Electricity Board,Low,13
late bus working ashok vihar delhi day situation high impact refh,Public Transport,Transport Department,High,3
aliganj lucknow severe supply problem day please fix urgently refh,Water Supply,Municipal Corporation,High,3
please improve unhygienic thane west minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,11
noida sector severe broken road day please fix urgently refh,Roads & Infrastructure,PWD,High,3
since day karol bagh delhi transport issue service completely refh,Public Transport,Transport Department,High,1
please improve bus bopal ahmedabad minor suggestion refl,Public Transport,Transport Department,Low,7
ashok vihar delhi severe hospital issue day please fix urgently refh,Healthcare,Health Department,High,1
small inconvenience saket delhi supply problem kindly review refl,Water Supply,Municipal Corporation,Low,13
routine complaint dwarka delhi pipeline issue urgent need attention refl,Water Supply,Municipal Corporation,Low,8
dumping working mansarovar jaipur day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,1
possible improve water shortage sector gurugram issue low priority refl,Water Supply,Municipal Corporation,Low,11
average level blackout seen thane west issue pending day refm,Electricity,Electricity Board,Medium,3
howrah maidan hospital issue sometimes response slow delay refm,Healthcare,Health Department,Medium,6
ashok vihar delhi voltage issue moderate regular last day refm,Electricity,Electricity Board,Medium,4
possible improve pipeline issue perungudi chennai issue low priority refl,Water Supply,Municipal Corporation,Low,11
portal status stuck working mayur vihar delhi day situation high impact refh,Government Services,Revenue Department,High,1
indiranagar bengaluru doctor moderate regular last day refm,Healthcare,Health Department,Medium,4
transport issue working indiranagar bengaluru day situation high impact refh,Public Transport,Transport Department,High,3
transport style delay service rajendra nagar patna due medical problem refm,Healthcare,Health Department,Medium,3
ashok vihar delhi facing littering continuously day urgent action needed refh,Sanitation & Garbage,Municipal Corporation,High,1
adyar chennai power cut moderate regular last day refm,Electricity,Electricity Board,Medium,4
aliganj lucknow severe bus day please fix urgently refh,Public Transport,Transport Department,High,2
record mismatch working kondapur hyderabad day situation high impact refh,Government Services,Revenue Department,High,3
routine complaint perungudi chennai trash urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,8
noida sector doctor moderate regular last day refm,Healthcare,Health Department,Medium,7
average level pipeline issue seen ameerpet hyderabad issue pending day refm,Water Supply,Municipal Corporation,Medium,5
karol bagh delhi dirty sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,7
thane west severe record mismatch day please fix urgently refh,Government Services,Revenue Department,High,3
transport style delay service viman nagar pune due water refm,Water Supply,Municipal Corporation,Medium,6
